packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
2590,0,78.22280884,15.65334320,16.7,11,0,42,11,1006.93,53,11.81,1583,2500,-23,-3,20,-86
2591,0,78.22280884,15.65333557,16.7,11,0,43,11,1006.91,53,11.8,1583,2503,-23,-3,20,-85
2592,0,78.22280884,15.65334320,16.7,11,0,44,11,1006.92,53,11.8,1583,2503,-23,-3,20,-86
2593,0,78.22280884,15.65334320,16.8,11,0,45,11,1006.9,53,11.79,1583,2504,-23,-3,20,-85
2594,0,78.22280884,15.65336990,16.8,11,0,46,11,1006.9,53,11.77,1582,2500,-23,-3,20,-85
2595,0,78.22280884,15.65336227,16.7,11,0,47,11,1006.92,53,11.77,1583,2505,-23,-3,20,-85
2596,0,78.22280884,15.65335846,16.7,11,0,48,11,1006.91,53,11.76,1582,2502,-23,-3,20,-85
2597,0,78.22280884,15.65335846,16.9,11,0,49,11,1006.94,53,11.76,1582,2502,-23,-3,20,-85
2598,0,78.22280884,15.65338135,16.8,11,0,50,11,1006.89,53,11.74,1581,2500,-23,-3,20,-85
2599,0,78.22280884,15.65337372,16.6,11,0,51,11,1006.96,53,11.74,1581,2502,-23,-3,20,-86
2600,0,78.22280884,15.65337372,16.8,11,0,52,11,1006.91,53,11.73,1580,2499,-23,-3,20,-86
2601,0,78.22280884,15.65338516,16.9,11,0,53,11,1006.93,53,11.72,1580,2502,-23,-3,20,-85
2602,0,78.22280884,15.65339279,16.9,11,0,54,11,1006.94,53,11.71,1579,2502,-23,-3,20,-86
2603,0,78.22280884,15.65339279,17.0,11,0,55,11,1006.95,53,11.71,1578,2514,-23,-3,20,-87
2604,0,78.22280884,15.65340042,16.9,11,0,56,11,1006.94,53,11.69,1578,2506,-23,-3,20,-87
2605,0,78.22280884,15.65340424,16.7,11,0,57,11,1006.95,53,11.69,1579,2503,-23,-3,20,-85
2606,0,78.22280884,15.65341187,16.8,11,0,58,11,1006.9,53,11.67,1578,2503,-23,-3,20,-85
2607,0,78.22280884,15.65341568,16.9,11,0,59,11,1006.93,53,11.67,1578,2501,-23,-3,20,-85
2608,0,78.22280884,15.65342712,16.8,11,1,0,11,1006.93,53,11.65,1577,2503,-23,-3,20,-86
2609,0,78.22280884,15.65341949,16.8,11,1,1,11,1006.92,53,11.65,1578,2500,-23,-3,20,-86
2610,0,78.22280884,15.65342712,16.9,11,1,2,11,1006.92,53,11.64,1579,2502,-23,-3,20,-86
2611,0,78.22280884,15.65343857,16.8,11,1,3,11,1006.92,53,11.64,1581,2503,-23,-3,20,-86
2612,0,78.22280884,15.65343857,17.0,11,1,4,11,1006.91,53,11.63,1582,2501,-23,-3,20,-85
2613,0,78.22280884,15.65344620,16.9,11,1,5,11,1006.93,53,11.62,1583,2501,-23,-3,20,-85
2614,0,78.22280884,15.65343475,16.9,11,1,6,11,1006.92,53,11.61,1584,2504,-23,-3,20,-86
2615,0,78.22280884,15.65345001,16.9,11,1,7,11,1006.93,53,11.6,1585,2503,-23,-3,20,-85
2616,0,78.22280884,15.65345764,16.9,11,1,8,11,1006.93,53,11.6,1587,2502,-23,-3,20,-85
2617,0,78.22280884,15.65345383,16.9,11,1,9,11,1006.94,53,11.58,1588,2502,-23,-3,20,-85
2618,0,78.22280884,15.65346146,16.9,11,1,10,11,1006.92,53,11.58,1587,2500,-23,-3,20,-85
2619,0,78.22280884,15.65345764,16.9,11,1,11,11,1006.92,53,11.58,1587,2502,-23,-3,20,-85
2620,0,78.22280884,15.65346527,16.9,11,1,12,11,1006.93,53,11.57,1586,2502,-23,-3,20,-86
2621,0,78.22280884,15.65349579,17.1,11,1,13,11,1006.93,53,11.56,1585,2502,-23,-3,20,-85
2622,0,78.22280884,15.65349960,17.1,11,1,14,11,1006.9,53,11.55,1585,2500,-23,-3,20,-85
2623,0,78.22280884,15.65350342,17.1,11,1,15,12,1006.9,53,11.54,1583,2495,-23,-3,20,-84
2624,0,78.22280884,15.65351105,17.2,11,1,16,12,1006.94,53,11.54,1583,2502,-23,-3,20,-85
2625,0,78.22280884,15.65351105,17.1,11,1,17,12,1006.94,53,11.53,1582,2503,-23,-3,20,-85
2626,0,78.22280884,15.65351486,17.1,11,1,18,12,1006.92,53,11.52,1581,2500,-23,-3,20,-84
2627,0,78.22280884,15.65351105,16.9,11,1,19,12,1006.91,53,11.51,1581,2503,-23,-3,20,-85
2628,0,78.22280884,15.65351868,17.0,11,1,20,13,1006.91,54,11.51,1580,2501,-23,-3,20,-86
2629,0,78.22280884,15.65352631,17.1,11,1,21,12,1006.91,54,11.5,1579,2503,-23,-3,20,-85
2630,0,78.22280884,15.65351868,17.0,11,1,22,13,1006.9,54,11.49,1577,2505,-23,-3,20,-84
2631,0,78.22280884,15.65351868,17.1,11,1,23,13,1006.91,54,11.48,1577,2502,-23,-3,20,-84
Nothing received in the last five seconds...
2633,0,78.22280884,15.65350723,17.1,11,1,25,12,1006.92,54,11.47,1578,2500,-23,-3,20,-85
2634,0,78.22280884,15.65350342,17.0,11,1,26,11,1006.95,54,11.47,1579,2502,-23,-3,20,-85
2635,0,78.22280884,15.65351868,17.1,11,1,27,12,1006.92,54,11.46,1578,2500,-23,-3,20,-86
2636,0,78.22280884,15.65352249,17.1,11,1,28,10,1006.93,54,11.45,1577,2502,-23,-3,20,-85
2637,0,78.22280884,15.65352249,17.2,11,1,29,10,1006.93,54,11.44,1576,2502,-23,-3,20,-85
2638,0,78.22280884,15.65353012,17.2,11,1,30,10,1006.92,54,11.44,1575,2500,-23,-3,20,-85
2639,0,78.22280884,15.65352631,17.2,11,1,31,10,1006.92,54,11.43,1575,2508,-23,-3,20,-85
2640,0,78.22280884,15.65353012,17.2,11,1,32,10,1006.94,54,11.42,1575,2509,-23,-3,20,-85
Nothing received in the last five seconds...
2642,0,78.22280884,15.65349960,17.2,11,1,34,9,1006.91,54,11.41,1578,2501,-23,-3,20,-85
2643,0,78.22280884,15.65349579,17.3,11,1,35,9,1006.9,54,11.4,1580,2500,-23,-3,20,-82
2644,0,78.22280884,15.65350342,17.2,11,1,36,9,1006.94,54,11.39,1580,2500,-23,-3,20,-84
2645,0,78.22280884,15.65349960,17.2,11,1,37,8,1006.92,54,11.39,1581,2502,-23,-3,20,-83
2646,0,78.22280884,15.65348053,17.2,11,1,38,9,1006.92,54,11.38,1581,2503,-23,-3,20,-85
2647,0,78.22280884,15.65348816,17.3,11,1,39,9,1006.92,54,11.37,1581,2517,-23,-3,20,-92
2648,0,78.22280884,15.65347290,17.2,11,1,40,8,1006.91,54,11.37,1583,2500,-23,-3,20,-94
2649,0,78.22280884,15.65345764,17.0,11,1,41,9,1006.93,54,11.36,1583,2501,-23,-3,20,-92
2650,0,78.22280884,15.65343857,16.9,11,1,42,8,1006.94,54,11.35,1584,2501,-23,-3,20,-86
2651,0,78.22280884,15.65340424,17.0,11,1,43,8,1006.96,54,11.34,1586,2501,-23,-3,20,-89
2652,0,78.22280884,15.65342331,16.8,11,1,44,8,1006.94,54,11.33,1585,2500,-23,-3,20,-88
2653,0,78.22280884,15.65339661,16.7,11,1,45,8,1006.97,54,11.32,1585,2499,-23,-3,20,-92
2654,0,78.22280884,15.65337753,16.6,11,1,46,8,1006.93,54,11.31,1586,2500,-23,-3,20,-92
2655,0,78.22280884,15.65336990,16.6,11,1,47,8,1006.96,54,11.31,1588,2499,-23,-3,20,-92
2656,0,78.22280884,15.65336227,16.6,11,1,48,9,1006.92,54,11.29,1590,2502,-23,-3,20,-90
2657,0,78.22280884,15.65336227,16.5,11,1,49,10,1006.96,54,11.29,1590,2503,-23,-3,20,-93
2658,0,78.22280884,15.65335464,16.5,11,1,50,11,1006.97,54,11.28,1589,2503,-23,-3,20,-91
2659,0,78.22280884,15.65335083,16.5,11,1,51,10,1006.94,55,11.28,1589,2501,-23,-3,20,-91
2660,0,78.22280884,15.65333939,16.4,11,1,52,10,1006.95,55,11.27,1589,2502,-23,-3,20,-92
2661,0,78.22280884,15.65333557,16.3,11,1,53,9,1006.95,55,11.26,1587,2499,-23,-3,20,-92
2662,0,78.22280884,15.65333939,16.4,11,1,54,11,1006.96,55,11.25,1589,2501,-23,-3,20,-92
2663,0,78.22280884,15.65334702,16.4,11,1,55,11,1006.97,55,11.24,1589,2502,-23,-3,20,-87
2664,0,78.22280884,15.65334702,16.5,11,1,56,12,1006.96,55,11.24,1589,2502,-23,-3,20,-89
2665,0,78.22280884,15.65335464,16.5,11,1,57,11,1006.96,55,11.23,1592,2503,-23,-3,20,-90
2666,0,78.22280884,15.65335083,16.4,11,1,58,12,1006.95,55,11.22,1592,2501,-23,-3,20,-91
2667,0,78.22280884,15.65335083,16.3,11,1,59,12,1006.94,55,11.21,1595,2500,-23,-3,20,-91
2668,0,78.22280884,15.65335464,16.3,11,2,0,12,1006.93,55,11.21,1597,2502,-23,-3,20,-90
2669,0,78.22280884,15.65335464,16.4,11,2,1,12,1006.96,55,11.2,1598,2501,-23,-3,20,-91
Nothing received in the last five seconds...
2671,0,78.22280884,15.65336609,16.5,11,2,3,12,1006.93,55,11.18,1601,2500,-23,-3,20,-90
2672,0,78.22280884,15.65335846,16.4,11,2,4,12,1006.96,55,11.18,1602,2501,-23,-3,20,-91
2673,0,78.22280884,15.65335083,16.4,11,2,5,11,1006.97,55,11.17,1604,2502,-23,-3,20,-88
2674,0,78.22280884,15.65334702,16.4,11,2,6,11,1006.96,55,11.16,1605,2499,-23,-3,20,-84
2675,0,78.22280884,15.65334320,16.4,11,2,7,11,1006.98,55,11.15,1606,2514,-23,-3,20,-82
2676,0,78.22280884,15.65333557,16.5,11,2,8,11,1006.99,55,11.15,1607,2505,-23,-3,20,-81
2677,0,78.22280884,15.65333176,16.5,11,2,9,12,1006.99,55,11.14,1607,2500,-23,-3,20,-82
2678,0,78.22280884,15.65333176,16.5,11,2,10,12,1006.96,55,11.13,1608,2501,-23,-3,20,-81
2679,0,78.22280884,15.65332794,16.5,11,2,11,12,1006.97,55,11.12,1610,2502,-23,-3,20,-81
2680,0,78.22280884,15.65333176,16.6,11,2,12,11,1006.97,55,11.12,1610,2499,-23,-3,20,-81
2681,0,78.22280884,15.65332794,16.5,11,2,13,11,1006.95,55,11.11,1611,2499,-23,-3,20,-81
2682,0,78.22280884,15.65332413,16.4,11,2,14,11,1006.98,55,11.1,1613,2502,-23,-3,20,-81
2683,0,78.22280884,15.65333557,16.7,11,2,15,11,1006.94,55,11.1,1613,2500,-23,-3,20,-81
2684,0,78.22280884,15.65333939,16.6,11,2,16,11,1006.97,55,11.08,1613,2499,-23,-3,20,-85
2685,0,78.22280884,15.65333557,16.6,11,2,17,12,1006.98,55,11.09,1614,2502,-23,-3,20,-89
2686,0,78.22280884,15.65334702,16.7,11,2,18,13,1006.97,55,11.07,1616,2502,-23,-3,20,-81
2687,0,78.22280884,15.65335846,16.8,11,2,19,12,1006.96,55,11.07,1616,2486,-23,-3,20,-78
2688,0,78.22280884,15.65335846,16.7,11,2,20,12,1006.97,55,11.06,1617,2502,-23,-3,20,-78
2689,0,78.22280884,15.65337372,16.8,11,2,21,12,1006.96,55,11.05,1617,2501,-23,-3,20,-78
2690,0,78.22280884,15.65336990,16.9,11,2,22,12,1006.97,55,11.05,1617,2500,-23,-3,20,-78
2691,0,78.22280884,15.65337753,16.8,11,2,23,12,1006.98,55,11.04,1618,2500,-23,-3,20,-78
2692,0,78.22280884,15.65337753,16.9,11,2,24,12,1006.96,55,11.03,1618,2501,-23,-3,20,-77
2693,0,78.22280884,15.65338516,17.0,11,2,25,12,1006.95,55,11.02,1619,2499,-23,-3,20,-78
2694,0,78.22280884,15.65339279,17.0,11,2,26,12,1006.97,55,11.02,1619,2501,-23,-3,20,-78
2695,0,78.22280884,15.65339661,17.1,11,2,27,12,1006.94,55,11.01,1620,2501,-23,-3,20,-77
2696,0,78.22280884,15.65341949,17.3,11,2,28,13,1006.96,55,11.01,1619,2499,-23,-3,20,-78
2697,0,78.22280884,15.65342712,17.5,11,2,29,13,1006.95,55,11.0,1619,2496,-23,-3,20,-77
2698,0,78.22280884,15.65340042,17.6,11,2,30,12,1006.97,55,10.99,1619,2500,-23,-3,20,-78
2699,0,78.22280884,15.65340805,17.8,11,2,31,12,1006.93,55,10.98,1619,2502,-23,-3,20,-77
2700,0,78.22280884,15.65342712,18.0,11,2,32,12,1006.98,55,10.97,1620,2499,-23,-3,20,-78
2701,0,78.22280884,15.65341949,18.1,11,2,33,12,1006.95,55,10.97,1619,2502,-23,-3,20,-77
2702,0,78.22280884,15.65340805,18.1,11,2,34,12,1006.96,55,10.96,1620,2500,-23,-3,20,-78
2703,0,78.22280884,15.65342712,18.3,11,2,35,12,1006.98,55,10.95,1619,2501,-23,-3,20,-78
2704,0,78.22280884,15.65342331,18.2,11,2,36,12,1006.95,55,10.94,1620,2501,-23,-3,20,-79
2705,0,78.22280884,15.65343094,18.3,11,2,37,12,1006.97,55,10.94,1618,2499,-23,-3,20,-80
2706,0,78.22280884,15.65343475,18.4,11,2,38,12,1006.96,55,10.94,1619,2501,-23,-3,20,-79
2707,0,78.22280884,15.65341949,18.3,11,2,39,12,1006.96,55,10.93,1619,2501,-23,-3,20,-80
2708,0,78.22280884,15.65345001,18.4,11,2,40,13,1006.96,55,10.92,1619,2506,-23,-3,20,-79
2709,0,78.22280884,15.65342331,18.4,11,2,41,13,1006.94,56,10.9,1619,2499,-23,-3,20,-80
2710,0,78.22280884,15.65343857,18.4,11,2,42,13,1006.95,56,10.9,1620,2500,-23,-3,20,-80
2711,0,78.22280884,15.65343475,18.3,11,2,43,13,1006.98,56,10.9,1620,2501,-23,-3,20,-80
2712,0,78.22280884,15.65346527,18.4,11,2,44,13,1006.93,56,10.89,1620,2497,-23,-3,20,-79
2713,0,78.22280884,15.65347672,18.5,11,2,45,13,1006.94,56,10.88,1619,2501,-23,-3,20,-79
2714,0,78.22280884,15.65348053,18.5,11,2,46,13,1006.93,56,10.87,1618,2501,-23,-3,20,-79
2715,0,78.22280884,15.65349579,18.6,11,2,47,13,1006.93,56,10.87,1617,2501,-23,-3,20,-79
2716,0,78.22280884,15.65350342,18.6,11,2,48,13,1006.94,56,10.86,1617,2499,-23,-3,20,-79
2717,0,78.22280884,15.65350723,18.5,11,2,49,13,1006.96,56,10.86,1616,2504,-23,-3,20,-80
2718,0,78.22280884,15.65349960,18.5,11,2,50,13,1006.96,56,10.85,1616,2501,-23,-3,20,-79
2719,0,78.22280884,15.65351486,18.6,11,2,51,13,1006.94,56,10.85,1615,2502,-23,-3,20,-79
2720,0,78.22280884,15.65353394,18.6,11,2,52,13,1006.97,56,10.84,1614,2499,-23,-3,20,-79
2721,0,78.22280884,15.65353012,18.6,11,2,53,13,1006.96,56,10.84,1613,2499,-23,-3,20,-78
2722,0,78.22280884,15.65353394,18.6,11,2,54,13,1006.97,56,10.83,1613,2501,-23,-3,20,-80
2723,0,78.22280884,15.65356064,18.6,11,2,55,13,1006.98,56,10.82,1612,2501,-23,-3,20,-80
2724,0,78.22280884,15.65359879,18.8,11,2,56,13,1006.98,56,10.82,1611,2499,-23,-3,20,-79
2725,0,78.22280884,15.65357208,18.7,11,2,57,13,1006.97,56,10.81,1610,2501,-23,-3,20,-79
2726,0,78.22280884,15.65355682,18.7,11,2,58,13,1006.97,56,10.81,1611,2501,-23,-3,20,-80
2727,0,78.22280884,15.65353394,18.6,11,2,59,13,1006.95,56,10.8,1611,2513,-23,-3,20,-80
2728,0,78.22280884,15.65352631,18.6,11,3,0,14,1006.94,56,10.79,1610,2503,-23,-3,20,-79
2729,0,78.22280884,15.65354538,18.7,11,3,1,14,1006.97,56,10.79,1611,2500,-23,-3,20,-80
2730,0,78.22280884,15.65354919,18.7,11,3,2,14,1006.96,56,10.78,1611,2499,-23,-3,20,-81
2732,0,78.22280884,15.65354919,18.8,11,3,4,13,1006.97,56,10.76,1612,2500,-23,-3,20,-82
2733,0,78.22280884,15.65357590,19.0,11,3,5,14,1006.94,56,10.76,1611,2500,-23,-3,20,-80
2734,0,78.22280884,15.65358734,18.9,11,3,6,14,1006.95,56,10.75,1612,2498,-23,-3,20,-80
2735,0,78.22280884,15.65359879,18.9,11,3,7,14,1006.95,56,10.75,1612,2499,-23,-3,20,-81
2736,0,78.22280884,15.65360641,19.0,11,3,8,14,1006.94,56,10.74,1612,2495,-23,-3,20,-81
2737,0,78.22280884,15.65361404,19.1,11,3,9,14,1006.93,56,10.73,1609,2500,-23,-3,20,-80
2738,0,78.22280884,15.65361404,19.1,11,3,10,14,1006.93,56,10.73,1608,2501,-23,-3,20,-84
2739,0,78.22280884,15.65361023,19.2,11,3,11,14,1006.96,56,10.73,1606,2499,-23,-3,20,-78
2740,0,78.22280884,15.65361023,19.2,11,3,12,12,1006.93,56,10.72,1605,2500,-23,-3,20,-80
2741,0,78.22280884,15.65359116,19.2,11,3,13,12,1006.92,56,10.71,1603,2502,-23,-3,20,-79
2742,0,78.22280884,15.65361023,19.3,11,3,14,12,1006.94,56,10.71,1602,2501,-23,-3,20,-80
2743,0,78.22280884,15.65361023,19.5,11,3,15,12,1006.94,56,10.7,1600,2499,-23,-3,20,-79
2744,0,78.22280884,15.65361023,19.7,11,3,16,12,1006.94,56,10.7,1598,2501,-23,-3,20,-79
2745,0,78.22280884,15.65362549,19.7,11,3,17,13,1006.93,56,10.69,1596,2500,-23,-3,20,-80
2746,0,78.22280884,15.65363312,19.9,11,3,18,12,1006.93,56,10.69,1595,2498,-23,-3,20,-79
2747,0,78.22280884,15.65362930,19.8,11,3,19,12,1006.94,56,10.68,1593,2502,-23,-3,20,-79
2748,0,78.22280884,15.65363312,19.8,11,3,20,12,1006.94,56,10.67,1593,2503,-23,-3,20,-80
2749,0,78.22280884,15.65363693,19.9,11,3,21,12,1006.95,56,10.67,1591,2508,-23,-3,20,-80
2750,0,78.22280884,15.65363312,19.9,11,3,22,10,1006.94,56,10.66,1590,2504,-23,-3,20,-80
2751,0,78.22280884,15.65363693,19.9,11,3,23,10,1006.93,56,10.65,1589,2501,-23,-3,20,-80
2752,0,78.22280884,15.65364456,20.0,11,3,24,10,1006.92,56,10.64,1589,2502,-23,-3,20,-80
2753,0,78.22280884,15.65366364,20.0,11,3,25,10,1006.95,56,10.64,1589,2499,-23,-3,20,-81
2754,0,78.22280884,15.65365219,19.9,11,3,26,10,1006.95,56,10.64,1588,2501,-23,-3,20,-80
2755,0,78.22280884,15.65366745,20.0,11,3,27,10,1006.95,56,10.63,1587,2500,-23,-3,20,-81
2756,0,78.22280884,15.65367126,20.1,11,3,28,10,1006.92,56,10.62,1587,2500,-23,-3,20,-80
2757,0,78.22280884,15.65367126,20.0,11,3,29,10,1006.93,56,10.62,1588,2499,-23,-3,20,-81
2758,0,78.22280884,15.65365601,19.9,11,3,30,10,1006.92,56,10.61,1588,2500,-23,-3,20,-80
2759,0,78.22280884,15.65367126,20.0,11,3,31,10,1006.93,56,10.61,1588,2498,-23,-3,20,-79
2760,0,78.22280884,15.65367889,19.9,11,3,32,10,1006.94,56,10.6,1589,2504,-23,-3,20,-81
2761,0,78.22280884,15.65369415,20.0,11,3,33,12,1006.94,56,10.59,1591,2499,-23,-3,20,-80
2762,0,78.22280884,15.65370941,20.1,11,3,34,12,1006.93,56,10.59,1593,2497,-23,-3,20,-80
2763,0,78.22280884,15.65369415,20.0,11,3,35,12,1006.95,56,10.59,1593,2500,-23,-3,20,-80
2764,0,78.22280884,15.65367889,20.0,11,3,36,12,1006.95,56,10.59,1594,2499,-23,-3,20,-80
2765,0,78.22280884,15.65367508,20.0,11,3,37,12,1006.94,56,10.58,1596,2497,-23,-3,20,-80
2766,0,78.22280884,15.65366745,20.0,11,3,38,12,1006.93,56,10.57,1598,2499,-23,-3,20,-80
2767,0,78.22280884,15.65364456,19.9,11,3,39,12,1006.96,56,10.57,1600,2499,-23,-3,20,-80
2768,0,78.22280884,15.65365982,20.0,11,3,40,12,1006.93,56,10.56,1601,2502,-23,-3,20,-80
2769,0,78.22280884,15.65366364,20.0,11,3,41,12,1006.95,56,10.56,1602,2510,-23,-3,20,-80
2770,0,78.22280884,15.65364075,20.0,11,3,42,12,1006.96,56,10.55,1603,2498,-23,-3,20,-80
2771,0,78.22280884,15.65366364,20.1,11,3,43,12,1006.96,56,10.54,1604,2497,-23,-3,20,-80
2772,0,78.22280884,15.65369034,20.0,11,3,44,13,1006.96,56,10.54,1603,2496,-23,-3,20,-80
2773,0,78.22280884,15.65367889,20.1,11,3,45,13,1006.97,56,10.53,1603,2497,-23,-3,20,-80
2774,0,78.22280884,15.65370941,20.1,11,3,46,13,1006.96,56,10.53,1602,2498,-23,-3,20,-80
2776,0,78.22280884,15.65371704,20.1,11,3,48,13,1006.95,56,10.51,1605,2496,-23,-3,20,-80
2777,0,78.22280884,15.65371704,20.1,11,3,49,13,1006.95,56,10.51,1605,2496,-23,-3,20,-80
2778,0,78.22280884,15.65372086,20.2,11,3,50,12,1006.93,56,10.51,1605,2507,-23,-3,20,-80
2779,0,78.22283936,15.65376282,20.2,11,3,51,12,1006.95,56,10.5,1606,2498,-23,-3,20,-81
2780,0,78.22283936,15.65378571,20.2,11,3,52,12,1006.95,56,10.5,1607,2496,-23,-3,20,-80
2781,0,78.22283936,15.65378571,20.2,11,3,53,12,1006.91,56,10.49,1607,2496,-23,-3,20,-81
2782,0,78.22283936,15.65379333,20.2,11,3,54,12,1006.95,56,10.49,1608,2499,-23,-3,20,-80
2783,0,78.22283936,15.65379333,20.3,11,3,55,12,1006.96,56,10.48,1608,2499,-23,-3,20,-80
2784,0,78.22283936,15.65380096,20.4,11,3,56,13,1006.93,56,10.48,1608,2495,-23,-3,20,-80
2785,0,78.22283936,15.65378952,20.3,11,3,57,13,1006.94,56,10.47,1609,2499,-23,-3,20,-80
2786,0,78.22283936,15.65377426,20.3,11,3,58,13,1006.95,56,10.47,1608,2488,-23,-3,20,-80
2787,0,78.22283936,15.65377426,20.4,11,3,59,12,1006.96,57,10.46,1608,2501,-23,-3,20,-80
2788,0,78.22283936,15.65378952,20.4,11,4,0,12,1006.96,57,10.45,1608,2495,-23,-3,20,-80
2789,0,78.22283936,15.65378189,20.2,11,4,1,12,1006.96,57,10.45,1609,2498,-23,-3,20,-80
2790,0,78.22283936,15.65379333,20.4,11,4,2,11,1006.98,57,10.45,1609,2495,-23,-3,20,-80
2791,0,78.22283936,15.65378571,20.4,11,4,3,11,1006.95,57,10.44,1609,2496,-23,-3,20,-80
2792,0,78.22283936,15.65378571,20.4,11,4,4,11,1006.93,57,10.44,1608,2497,-23,-3,20,-80
2793,0,78.22283936,15.65383911,20.4,11,4,5,11,1006.92,57,10.43,1608,2497,-23,-3,20,-80
2794,0,78.22283936,15.65380096,20.4,11,4,6,11,1006.95,57,10.43,1609,2495,-23,-3,20,-80
2795,0,78.22283936,15.65378952,20.2,11,4,7,12,1006.95,57,10.42,1610,2496,-23,-3,20,-80
2796,0,78.22283936,15.65377426,20.3,11,4,8,12,1006.96,57,10.42,1610,2494,-23,-3,20,-80
2797,0,78.22283936,15.65377808,20.3,11,4,9,11,1006.96,57,10.41,1609,2496,-23,-3,20,-80
2798,0,78.22283936,15.65380096,20.3,11,4,10,12,1006.95,57,10.41,1610,2495,-23,-3,20,-80
2799,0,78.22283936,15.65377808,20.3,11,4,11,12,1006.96,57,10.41,1610,2498,-23,-3,20,-80
2800,0,78.22283936,15.65379715,20.3,11,4,12,12,1006.96,57,10.4,1610,2495,-23,-3,20,-80
2801,0,78.22283936,15.65379715,20.2,11,4,13,12,1006.93,57,10.39,1611,2495,-23,-3,20,-80
2802,0,78.22283936,15.65380478,20.1,11,4,14,12,1006.95,57,10.4,1611,2497,-23,-3,20,-80
2803,0,78.22283936,15.65379715,20.1,11,4,15,12,1006.94,57,10.39,1611,2496,-23,-3,20,-79
2804,0,78.22283936,15.65381622,20.2,11,4,16,12,1006.93,57,10.38,1611,2498,-23,-3,20,-80
2805,0,78.22283936,15.65382004,20.0,11,4,17,13,1006.92,57,10.38,1611,2502,-23,-3,20,-80
2806,0,78.22283936,15.65384674,20.1,11,4,18,14,1006.92,57,10.38,1610,2494,-23,-3,20,-80
2807,0,78.22283936,15.65385818,20.1,11,4,19,14,1006.96,57,10.37,1610,2496,-23,-3,20,-80
2808,0,78.22283936,15.65385056,20.1,11,4,20,13,1006.93,57,10.37,1609,2497,-23,-3,20,-80
2809,0,78.22283936,15.65387344,20.1,11,4,21,13,1006.92,57,10.36,1610,2494,-23,-3,20,-80
2810,0,78.22283936,15.65387344,20.1,11,4,22,13,1006.91,57,10.36,1609,2496,-23,-3,20,-80
2811,0,78.22283936,15.65386963,20.1,11,4,23,13,1006.92,57,10.35,1609,2496,-23,-3,20,-80
2812,0,78.22283936,15.65387726,20.1,11,4,24,13,1006.93,57,10.35,1609,2496,-23,-3,20,-80
2813,0,78.22283936,15.65388107,20.1,11,4,25,13,1006.93,57,10.35,1609,2500,-23,-3,20,-81
2814,0,78.22283936,15.65390015,20.1,11,4,26,13,1006.93,57,10.35,1608,2496,-23,-3,20,-80
2815,0,78.22283936,15.65391541,20.1,11,4,27,14,1006.94,57,10.34,1608,2499,-23,-3,20,-80
2816,0,78.22283936,15.65388107,20.1,11,4,28,14,1006.95,57,10.34,1608,2495,-23,-3,20,-80
2817,0,78.22283936,15.65389252,20.1,11,4,29,14,1006.94,57,10.34,1607,2497,-23,-3,20,-80
2818,0,78.22283936,15.65393829,20.2,11,4,30,13,1006.95,57,10.34,1608,2494,-23,-3,20,-80
2819,0,78.22283936,15.65396881,20.2,11,4,31,13,1006.94,57,10.34,1608,2495,-23,-3,20,-80
2820,0,78.22283936,15.65393829,20.1,11,4,32,13,1006.94,57,10.33,1607,2498,-23,-3,20,-80
2821,0,78.22283936,15.65398407,20.1,11,4,33,13,1006.95,57,10.33,1607,2498,-23,-3,20,-81
2822,0,78.22283936,15.65401077,20.1,11,4,34,13,1006.94,57,10.33,1607,2497,-23,-3,20,-80
2823,0,78.22283936,15.65399551,20.0,11,4,35,13,1006.95,57,10.33,1607,2495,-23,-3,20,-80
2824,0,78.22283936,15.65399933,20.0,11,4,36,13,1006.95,57,10.33,1607,2498,-23,-3,20,-81
2825,0,78.22283936,15.65401077,20.1,11,4,37,13,1006.95,57,10.33,1607,2497,-23,-3,20,-81
2826,0,78.22283936,15.65402222,20.2,11,4,38,13,1006.93,57,10.32,1607,2495,-23,-3,20,-80
2827,0,78.22283936,15.65402985,20.1,11,4,39,13,1006.92,57,10.32,1606,2495,-23,-3,20,-81
2828,0,78.22283936,15.65402985,20.2,11,4,40,12,1006.96,57,10.31,1605,2498,-23,-3,20,-81
2829,0,78.22283936,15.65404129,20.3,11,4,41,12,1006.94,57,10.31,1604,2496,-23,-3,20,-79
2830,0,78.22283936,15.65407562,20.4,11,4,42,12,1006.93,57,10.3,1602,2493,-23,-3,20,-80
2831,0,78.22283936,15.65408325,20.6,11,4,43,12,1006.95,57,10.3,1602,2496,-23,-3,20,-82
2832,0,78.22283936,15.65408707,20.7,11,4,44,12,1006.93,57,10.3,1602,2496,-23,-3,20,-81
2833,0,78.22283936,15.65413284,21.0,11,4,45,12,1006.93,57,10.3,1601,2494,-23,-3,20,-81
2834,0,78.22283936,15.65410614,20.9,11,4,46,12,1006.92,57,10.3,1601,2501,-23,-3,20,-81
2835,0,78.22283936,15.65414047,21.0,11,4,47,12,1006.93,57,10.29,1598,2497,-23,-3,20,-81
2836,0,78.22283936,15.65417480,21.0,11,4,48,12,1006.95,57,10.29,1598,2495,-23,-3,20,-80
2837,0,78.22283936,15.65418625,21.1,11,4,49,12,1006.94,57,10.29,1598,2495,-23,-3,20,-80
