packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
186,0,78.14770508,16.04066467,518.8,11,45,5,13,951.645,84,4.95,1829,2475,110,54,127,-57
187,0,78.14770508,16.04067230,518.8,11,45,6,13,951.606,84,4.94,1827,2479,101,60,108,-64
188,0,78.14770508,16.04070282,518.7,11,45,7,13,951.602,84,4.93,1825,2479,76,57,77,-58
189,0,78.14770508,16.04067993,518.8,11,45,8,13,951.586,84,4.94,1822,2477,-127,56,104,-66
190,0,78.14770508,16.04067993,518.8,11,45,9,13,951.589,84,4.93,1819,2478,-51,59,-117,-62
191,0,78.14770508,16.04067230,518.8,11,45,10,14,951.609,84,4.93,1816,2478,87,61,-15,-57
192,0,78.14770508,16.04065704,518.8,11,45,11,13,951.567,84,4.92,1815,2475,-64,56,65,-59
193,0,78.14770508,16.04066467,518.8,11,45,12,13,951.613,84,4.92,1816,2469,-21,57,120,-60
194,0,78.14770508,16.04069519,518.9,11,45,13,13,951.6,84,4.93,1814,2479,-44,58,-120,-60
195,0,78.14770508,16.04071808,519.0,11,45,14,12,951.547,84,4.92,1810,2479,-51,31,-53,-61
196,0,78.14770508,16.04070282,518.9,11,45,15,12,951.534,84,4.92,1780,2479,-46,18,-23,-44
197,0,78.14770508,16.04071808,518.8,11,45,16,13,951.533,84,4.91,1761,2477,-83,19,-29,-53
198,0,78.14770508,16.04071045,518.8,11,45,17,13,951.552,85,4.92,1744,2476,-65,20,-27,-48
199,0,78.14770508,16.04071045,518.7,11,45,18,12,951.532,85,4.92,1739,2476,-52,29,-48,-49
200,0,78.14770508,16.04071808,518.7,11,45,19,14,951.543,85,4.93,1722,2475,-55,41,-44,-51
201,0,78.14770508,16.04071808,518.8,11,45,20,13,951.522,86,4.93,1691,2480,-36,39,-37,-49
202,0,78.14770508,16.04070282,518.8,11,45,21,13,951.531,86,4.93,1687,2479,-32,39,-37,-48
203,0,78.14770508,16.04067993,518.9,11,45,22,12,951.532,86,4.93,1681,2479,-28,39,-38,-50
204,0,78.14770508,16.04067230,519.0,11,45,23,11,951.533,87,4.95,1685,2479,-22,-10,-34,-63
205,0,78.14770508,16.04064941,519.0,11,45,24,11,951.558,88,4.96,1677,2483,-24,-6,-34,-58
206,0,78.14770508,16.04061890,519.0,11,45,25,12,951.522,88,4.97,1668,2486,-57,49,-70,-48
207,0,78.14770508,16.04061890,519.1,11,45,26,12,951.568,88,4.98,1677,2479,-81,47,-98,-53
208,0,78.14770508,16.04061890,519.1,11,45,27,12,951.576,88,4.98,1680,2475,-60,48,-77,-59
209,0,78.14770508,16.04060364,519.1,11,45,28,12,951.533,88,4.98,1681,2479,-18,49,-60,-68
210,0,78.14770508,16.04061890,519.1,11,45,29,12,951.533,88,5.0,1697,2478,-22,40,-62,-80
211,0,78.14767456,16.04065704,519.3,11,45,30,11,951.579,88,5.02,1709,2476,-45,43,-64,-72
212,0,78.14767456,16.04072571,519.3,11,45,31,13,951.554,89,5.03,1723,2475,-54,41,-65,-70
213,0,78.14767456,16.04077911,519.4,11,45,32,12,951.591,89,5.04,1740,2474,-55,41,-69,-72
214,0,78.14767456,16.04084015,519.0,11,45,33,14,951.579,89,5.06,1754,2474,-41,44,-71,-75
215,0,78.14767456,16.04087067,518.9,11,45,34,13,951.581,89,5.07,1769,2475,-25,44,-61,-78
216,0,78.14767456,16.04088593,518.9,11,45,35,14,951.628,89,5.08,1784,2474,-18,43,-41,-80
217,0,78.14764404,16.04089355,518.9,11,45,36,14,951.627,88,5.09,1801,2478,-44,49,-47,-90
218,0,78.14764404,16.04088593,519.0,11,45,37,14,951.622,88,5.1,1806,2480,-64,47,-37,-80
219,0,78.14764404,16.04087830,519.0,11,45,38,13,951.588,88,5.1,1789,2476,-89,43,-43,-80
220,0,78.14764404,16.04088593,519.0,11,45,39,14,951.611,88,5.12,1797,2480,-81,39,-38,-75
221,0,78.14764404,16.04089355,518.9,11,45,40,14,951.621,88,5.14,1787,2479,-97,39,-46,-75
222,0,78.14764404,16.04087830,518.9,11,45,41,14,951.604,88,5.14,1780,2479,108,45,-70,-79
223,0,78.14764404,16.04089355,518.8,11,45,42,14,951.6,88,5.15,1795,2479,121,35,-71,-81
224,0,78.14764404,16.04088593,518.8,11,45,43,14,951.635,88,5.17,1799,2479,100,30,-77,-87
225,0,78.14764404,16.04088593,518.8,11,45,44,14,951.64,88,5.17,1794,2479,100,27,-75,-88
226,0,78.14764404,16.04088593,518.8,11,45,45,14,951.655,88,5.17,1789,2479,122,12,-68,-79
227,0,78.14764404,16.04087067,518.8,11,45,46,14,951.625,87,5.18,1791,2479,121,3,-64,-67
228,0,78.14764404,16.04087830,518.7,11,45,47,14,951.641,87,5.19,1789,2479,-107,-16,-52,-70
229,0,78.14764404,16.04087067,518.7,11,45,48,14,951.68,87,5.21,1781,2476,-103,-21,-35,-67
230,0,78.14764404,16.04088593,518.7,11,45,49,14,951.631,87,5.22,1773,2478,-100,-24,19,-68
231,0,78.14764404,16.04088593,518.8,11,45,50,14,951.669,87,5.22,1767,2482,-99,-24,19,-68
232,0,78.14767456,16.04088593,518.9,11,45,51,14,951.673,87,5.22,1769,2478,-93,-22,20,-69
233,0,78.14764404,16.04088593,518.9,11,45,52,14,951.667,87,5.23,1779,2479,-89,-21,20,-73
234,0,78.14767456,16.04089355,518.8,11,45,53,14,951.642,88,5.23,1788,2474,-89,-20,19,-71
235,0,78.14767456,16.04089355,518.7,11,45,54,13,951.692,88,5.23,1800,2475,-99,0,10,-73
236,0,78.14767456,16.04090118,518.6,11,45,55,14,951.737,88,5.23,1819,2478,-82,38,10,-70
237,0,78.14767456,16.04089355,518.8,11,45,56,14,951.749,88,5.24,1840,2479,-73,55,1,-82
238,0,78.14767456,16.04090881,518.8,11,45,57,14,951.771,89,5.24,1853,2478,-7,59,76,-81
239,0,78.14767456,16.04091644,518.8,11,45,58,14,951.782,89,5.24,1861,2478,0,59,87,-83
240,0,78.14767456,16.04092407,518.8,11,45,59,14,951.775,89,5.23,1868,2474,3,59,90,-79
241,0,78.14767456,16.04092407,518.8,11,46,0,14,951.774,88,5.24,1875,2476,4,59,90,-72
242,0,78.14764404,16.04091644,518.8,11,46,1,15,951.777,88,5.23,1880,2475,4,59,91,-76
243,0,78.14764404,16.04090881,518.8,11,46,2,15,951.781,88,5.22,1884,2464,4,59,91,-76
244,0,78.14767456,16.04091644,518.8,11,46,3,15,951.783,87,5.22,1887,2485,4,59,91,-75
245,0,78.14764404,16.04090881,518.9,11,46,4,15,951.782,87,5.23,1890,2459,4,59,91,-76
246,0,78.14764404,16.04090881,518.9,11,46,5,15,951.766,87,5.22,1893,2479,5,59,91,-82
247,0,78.14764404,16.04091644,518.9,11,46,6,15,951.748,86,5.22,1895,2477,5,59,91,-77
248,0,78.14764404,16.04090881,518.9,11,46,7,15,951.762,86,5.21,1898,2475,5,59,91,-80
249,0,78.14767456,16.04091644,518.8,11,46,8,15,951.772,86,5.21,1900,2478,5,59,91,-77
250,0,78.14764404,16.04090881,518.9,11,46,9,14,951.75,86,5.2,1903,2478,5,59,91,-78
251,0,78.14764404,16.04090881,519.0,11,46,10,16,951.75,85,5.19,1906,2479,5,59,91,-78
252,0,78.14767456,16.04090881,518.8,11,46,11,16,951.77,85,5.18,1908,2478,5,59,91,-78
253,0,78.14767456,16.04091644,518.7,11,46,12,16,951.793,85,5.18,1909,2479,5,59,91,-78
254,0,78.14767456,16.04092407,518.6,11,46,13,16,951.757,85,5.17,1912,2483,5,59,91,-79
255,0,78.14767456,16.04092407,518.6,11,46,14,16,951.773,84,5.17,1913,2480,5,59,91,-78
256,0,78.14767456,16.04092407,518.7,11,46,15,16,951.733,84,5.16,1915,2475,5,59,91,-75
257,0,78.14767456,16.04092407,518.7,11,46,16,16,951.768,84,5.15,1917,2479,5,59,91,-73
258,0,78.14767456,16.04092407,518.7,11,46,17,15,951.779,84,5.15,1917,2474,5,59,91,-76
259,0,78.14767456,16.04090881,518.7,11,46,18,15,951.752,84,5.14,1919,2478,5,59,91,-73
260,0,78.14767456,16.04091644,518.7,11,46,19,15,951.741,84,5.13,1920,2477,5,59,91,-72
261,0,78.14767456,16.04090881,518.8,11,46,20,15,951.762,84,5.13,1921,2475,5,59,91,-74
262,0,78.14767456,16.04090881,518.7,11,46,21,15,951.752,84,5.13,1922,2474,5,59,91,-74
263,0,78.14767456,16.04091644,518.6,11,46,22,15,951.747,84,5.13,1924,2478,4,59,91,-75
264,0,78.14767456,16.04091644,518.8,11,46,23,15,951.893,84,5.12,1926,2479,4,59,90,-80
265,0,78.14767456,16.04090881,518.8,11,46,24,16,952.37,84,5.1,1931,2477,-62,56,19,-76
266,0,78.14767456,16.04090881,518.5,11,46,25,16,951.469,84,5.1,1921,2481,-53,50,34,-90
267,0,78.14767456,16.04090881,518.6,11,46,26,16,950.884,84,5.07,1900,2476,-57,49,33,-76
268,0,78.14767456,16.04087067,518.6,11,46,27,16,950.151,83,5.02,1884,2479,-57,50,34,-83
269,0,78.14767456,16.04087830,518.7,11,46,28,16,949.292,83,4.99,1873,2478,-52,50,38,-85
270,0,78.14764404,16.04095459,518.7,11,46,29,16,948.671,83,4.98,1864,2479,-56,53,34,-83
271,0,78.14761353,16.04112244,518.8,11,46,30,14,948.208,83,4.97,1857,2479,-46,58,44,-81
272,0,78.14755249,16.04142761,518.9,11,46,31,15,947.53,83,4.92,1852,2474,-41,58,49,-82
273,0,78.14749146,16.04174042,519.1,11,46,32,16,946.998,82,4.88,1849,2478,-47,57,43,-84
274,0,78.14739990,16.04208374,519.3,11,46,33,14,946.404,82,4.88,1848,2479,-51,54,39,-85
275,0,78.14730835,16.04241943,519.5,11,46,34,15,945.829,82,4.86,1847,2477,-44,51,45,-86
276,0,78.14724731,16.04279327,519.8,11,46,35,15,945.199,82,4.86,1847,2478,-40,51,50,-87
277,0,78.14715576,16.04312897,520.1,11,46,36,15,944.59,81,4.81,1846,2476,-50,53,39,-88
278,0,78.14706421,16.04338837,520.5,11,46,37,16,944.112,81,4.8,1845,2479,-61,55,28,-88
279,0,78.14700317,16.04367828,520.8,11,46,38,16,943.611,81,4.83,1846,2478,-63,54,26,-88
280,0,78.14691162,16.04391479,521.4,11,46,39,16,943.058,80,4.79,1846,2479,-50,53,39,-89
281,0,78.14685059,16.04414368,522.0,11,46,40,16,942.753,80,4.78,1846,2482,52,53,-114,-89
282,0,78.14675903,16.04433441,522.6,11,46,41,17,942.098,81,4.79,1846,2475,30,58,120,-89
283,0,78.14669800,16.04458618,523.4,11,46,42,16,941.651,81,4.76,1844,2479,-48,52,40,-89
284,0,78.14663696,16.04476166,523.9,11,46,43,17,941.022,81,4.73,1843,2477,-51,51,38,-91
285,0,78.14660645,16.04484558,524.3,11,46,44,17,940.496,81,4.74,1842,2474,-51,52,38,-93
286,0,78.14660645,16.04475403,525.1,11,46,45,17,939.87,81,4.72,1840,2474,-50,54,39,-92
287,0,78.14657593,16.04485321,525.7,11,46,46,17,939.318,81,4.71,1838,2478,-48,56,41,-91
288,0,78.14657593,16.04466248,526.3,11,46,47,17,938.671,81,4.7,1838,2477,-47,56,41,-92
289,0,78.14657593,16.04465485,527.2,11,46,48,17,938.293,80,4.67,1836,2477,-49,57,38,-94
290,0,78.14657593,16.04460907,528.3,11,46,49,17,938.055,80,4.65,1833,2477,-41,56,46,-94
291,0,78.14657593,16.04460907,528.4,11,46,50,17,937.965,80,4.62,1833,2474,-45,57,42,-95
292,0,78.14657593,16.04460144,528.6,11,46,51,16,937.938,80,4.61,1831,2475,-47,58,40,-94
293,0,78.14657593,16.04459381,528.9,11,46,52,15,937.987,80,4.6,1830,2488,-44,57,42,-94
294,0,78.14657593,16.04457855,529.0,11,46,53,15,937.965,80,4.57,1829,2479,-43,57,44,-93
295,0,78.14657593,16.04457092,528.9,11,46,54,16,938.014,79,4.57,1829,2479,-42,57,44,-92
296,0,78.14657593,16.04457855,529.1,11,46,55,16,937.989,79,4.55,1829,2475,-42,57,45,-95
297,0,78.14657593,16.04457092,529.1,11,46,56,15,938.385,79,4.55,1828,2479,51,56,116,-95
298,0,78.14657593,16.04457855,529.3,11,46,57,18,939.052,79,4.54,1828,2479,-84,10,16,-92
299,0,78.14657593,16.04461670,529.2,11,46,58,15,939.746,79,4.52,1829,2478,112,48,-94,-96
300,0,78.14657593,16.04463959,529.2,11,46,59,16,940.242,78,4.48,1833,2478,0,39,-44,-95
301,0,78.14657593,16.04467010,529.1,11,47,0,14,940.615,78,4.49,1836,2475,109,31,-11,-90
302,0,78.14657593,16.04470062,528.9,11,47,1,17,941.116,78,4.44,1838,2475,-10,37,82,-90
303,0,78.14660645,16.04475403,528.9,11,47,2,16,941.593,78,4.48,1838,2481,13,55,-108,-88
304,0,78.14660645,16.04475403,528.7,11,47,3,16,941.953,78,4.48,1839,2474,75,53,99,-93
305,0,78.14660645,16.04462433,528.7,11,47,4,16,942.348,78,4.44,1840,2478,106,52,89,-92
306,0,78.14660645,16.04457855,528.6,11,47,5,15,942.671,79,4.42,1840,2474,121,56,-120,-94
307,0,78.14660645,16.04450989,528.5,11,47,6,15,942.98,79,4.4,1841,2478,-123,48,99,-90
308,0,78.14663696,16.04442596,528.3,11,47,7,15,943.387,79,4.39,1841,2478,-60,50,96,-88
309,0,78.14666748,16.04447937,528.6,11,47,8,15,943.737,79,4.4,1840,2477,-43,56,118,-87
310,0,78.14669800,16.04448700,528.7,11,47,9,15,944.06,79,4.39,1841,2478,-38,50,-118,-88
311,0,78.14672852,16.04457092,529.0,11,47,10,14,944.345,79,4.36,1840,2474,14,50,76,-90
312,0,78.14672852,16.04461670,529.0,11,47,11,15,944.76,79,4.36,1840,2474,38,53,123,-91
313,0,78.14672852,16.04469299,529.4,11,47,12,13,945.075,79,4.36,1841,2477,47,52,-93,-90
314,0,78.14672852,16.04474640,529.8,11,47,13,16,945.41,79,4.34,1840,2474,95,48,93,-91
315,0,78.14669800,16.04468536,530.4,11,47,14,15,945.822,79,4.32,1842,2476,-122,45,101,-90
316,0,78.14672852,16.04461670,530.8,11,47,15,15,946.155,79,4.29,1843,2468,-80,56,-125,-94
317,0,78.14672852,16.04454041,531.3,11,47,16,15,946.479,79,4.27,1844,2476,-88,42,126,-89
318,0,78.14675903,16.04450989,531.7,11,47,17,17,946.835,79,4.24,1843,2477,-31,50,80,-92
319,0,78.14675903,16.04455566,532.9,11,47,18,16,947.152,79,4.24,1844,2478,-1,49,105,-94
320,0,78.14678955,16.04462433,533.8,11,47,19,15,947.493,79,4.2,1843,2477,32,50,124,-92
321,0,78.14675903,16.04467773,534.8,11,47,20,17,947.848,79,4.17,1843,2478,71,47,95,-93
322,0,78.14675903,16.04468536,535.0,11,47,21,16,948.218,79,4.15,1842,2478,91,48,115,-91
323,0,78.14672852,16.04465485,535.2,11,47,22,14,948.606,79,4.14,1843,2474,124,48,106,-90
324,0,78.14672852,16.04456329,534.9,11,47,23,17,948.993,79,4.13,1842,2476,-90,46,88,-87
325,0,78.14672852,16.04447174,534.8,11,47,24,17,949.391,79,4.11,1841,2477,-52,56,118,-86
326,0,78.14675903,16.04441833,534.6,11,47,25,17,949.712,79,4.11,1842,2477,-46,54,127,-91
327,0,78.14675903,16.04440308,534.3,11,47,26,17,950.063,79,4.09,1842,2478,-19,40,113,-96
