packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
1161,0,78.14764404,16.04097748,515.2,10,44,4,13,950.941,65,11.59,1706,2504,105,58,107,-73
1162,0,78.14764404,16.04097748,515.2,10,44,5,13,950.969,65,11.59,1708,2505,105,58,107,-72
1163,0,78.14764404,16.04098511,515.1,10,44,6,13,950.958,65,11.58,1709,2499,105,58,108,-73
1164,0,78.14764404,16.04098511,515.1,10,44,7,13,950.985,65,11.58,1713,2502,106,58,108,-74
1165,0,78.14764404,16.04098511,515.1,10,44,8,13,951.13,65,11.58,1719,2502,106,59,108,-73
1166,0,78.14764404,16.04098511,515.1,10,44,9,14,951.048,65,11.56,1734,2502,85,58,81,-68
1167,0,78.14764404,16.04099274,515.1,10,44,10,14,950.477,65,11.55,1747,2504,49,51,46,-63
1168,0,78.14764404,16.04100037,515.4,10,44,11,15,949.792,65,11.54,1758,2504,26,52,39,-77
1169,0,78.14764404,16.04100037,515.7,10,44,12,16,949.137,64,11.52,1771,2503,18,51,36,-72
1170,0,78.14761353,16.04105377,516.1,10,44,13,16,948.48,64,11.5,1783,2504,18,56,37,-73
1171,0,78.14758301,16.04119873,516.5,10,44,14,17,947.832,64,11.51,1790,2502,20,57,40,-74
1172,0,78.14755249,16.04146576,517.1,10,44,15,17,947.243,64,11.49,1787,2501,22,57,42,-78
1173,0,78.14749146,16.04180908,517.7,10,44,16,17,946.711,63,11.47,1785,2502,45,59,66,-81
1174,0,78.14743042,16.04220581,518.5,10,44,17,16,946.108,63,11.47,1784,2504,44,60,65,-83
1175,0,78.14739990,16.04267120,519.5,10,44,18,16,945.544,62,11.46,1782,2504,60,60,81,-86
1176,0,78.14733887,16.04312134,520.7,10,44,19,17,944.901,62,11.43,1781,2504,25,55,46,-88
1177,0,78.14730835,16.04362488,527.8,10,44,20,15,944.336,61,11.4,1778,2504,31,56,51,-88
1178,0,78.14727783,16.04399872,532.4,10,44,21,17,943.773,61,11.41,1775,2503,18,50,39,-87
1179,0,78.14724731,16.04437256,534.9,10,44,22,17,943.187,61,11.4,1774,2505,21,53,41,-89
1180,0,78.14721680,16.04472351,537.6,10,44,23,17,942.598,60,11.37,1772,2505,20,54,40,-89
1181,0,78.14718628,16.04508209,541.7,10,44,24,16,942.113,60,11.36,1770,2503,28,59,48,-88
1182,0,78.14715576,16.04542542,545.8,10,44,25,16,941.495,60,11.33,1769,2495,28,57,49,-89
1183,0,78.14712524,16.04576874,551.8,10,44,26,17,941.048,60,11.32,1765,2503,117,60,-118,-88
1184,0,78.14709473,16.04608154,554.5,10,44,27,17,940.604,59,11.28,1765,2503,-123,53,-103,-87
1185,0,78.14706421,16.04633331,555.9,10,44,28,17,940.115,59,11.28,1765,2501,24,55,44,-88
1186,0,78.14706421,16.04647827,559.5,10,44,29,17,939.543,59,11.27,1764,2503,19,52,39,-90
1187,0,78.14703369,16.04663849,561.1,10,44,30,17,938.951,59,11.25,1765,2504,18,53,38,-89
1188,0,78.14703369,16.04671478,562.9,10,44,31,17,938.48,59,11.26,1765,2505,18,56,38,-88
1189,0,78.14703369,16.04670715,564.9,10,44,32,18,937.839,59,11.24,1764,2506,34,58,54,-88
1190,0,78.14703369,16.04670715,567.2,10,44,33,16,937.59,59,11.24,1766,2504,24,58,44,-89
1191,0,78.14703369,16.04671478,567.4,10,44,34,17,937.515,59,11.24,1770,2497,30,59,51,-88
1192,0,78.14703369,16.04669952,568.8,10,44,35,18,937.446,59,11.22,1773,2504,30,59,51,-88
1193,0,78.14703369,16.04669189,568.5,10,44,36,17,937.431,59,11.22,1776,2505,29,59,50,-88
1194,0,78.14703369,16.04669952,568.1,10,44,37,16,937.435,59,11.21,1779,2504,33,59,54,-87
1195,0,78.14703369,16.04668427,568.1,10,44,38,15,937.472,59,11.2,1782,2503,32,59,53,-88
1196,0,78.14703369,16.04669952,568.4,10,44,39,16,937.477,59,11.19,1784,2504,30,59,50,-88
1197,0,78.14703369,16.04669189,568.4,10,44,40,17,937.478,59,11.18,1786,2502,30,59,51,-89
1198,0,78.14703369,16.04669189,568.6,10,44,41,16,937.465,59,11.16,1787,2504,30,59,51,-88
1199,0,78.14703369,16.04669189,568.9,10,44,42,17,937.427,59,11.16,1787,2505,28,59,49,-89
1200,0,78.14703369,16.04669189,569.0,10,44,43,15,937.435,59,11.15,1786,2504,36,59,47,-89
1201,0,78.14703369,16.04669189,568.9,10,44,44,15,937.921,58,11.13,1788,2503,75,53,106,-85
1202,0,78.14703369,16.04672241,568.6,10,44,45,16,938.47,57,11.13,1792,2503,-46,54,43,-85
1203,0,78.14703369,16.04671478,568.1,10,44,46,15,938.764,56,11.14,1794,2504,121,53,10,-91
1204,0,78.14703369,16.04661560,567.9,10,44,47,17,939.058,55,11.09,1797,2503,-15,55,88,-85
1205,0,78.14706421,16.04648590,567.5,10,44,48,17,939.327,54,11.08,1798,2503,10,55,-112,-94
1206,0,78.14706421,16.04621887,567.8,10,44,49,17,939.618,54,11.05,1799,2503,-50,51,108,-90
1207,0,78.14706421,16.04598236,568.6,10,44,50,18,939.926,53,11.03,1799,2504,45,50,-103,-86
1208,0,78.14706421,16.04582214,569.1,10,44,51,17,940.174,53,10.94,1801,2506,-33,56,-50,-86
1209,0,78.14706421,16.04567719,569.6,10,44,52,18,940.393,52,10.9,1803,2503,-82,56,-126,-92
1211,0,78.14703369,16.04558563,570.9,10,44,54,18,940.915,52,10.77,1804,2505,-81,54,-92,-90
1212,0,78.14700317,16.04557800,571.2,10,44,55,17,941.26,52,10.79,1804,2504,115,56,120,-87
1213,0,78.14700317,16.04560089,572.1,10,44,56,18,941.574,52,10.78,1801,2504,70,54,75,-87
1214,0,78.14700317,16.04563904,573.1,10,44,57,17,941.896,51,10.74,1801,2504,123,52,-117,-90
1215,0,78.14700317,16.04569244,574.0,10,44,58,17,942.2,51,10.72,1801,2504,98,52,-108,-92
1216,0,78.14700317,16.04576111,574.4,10,44,59,18,942.534,51,10.73,1800,2504,113,51,-117,-92
1217,0,78.14703369,16.04581451,574.2,10,45,0,17,942.853,51,10.71,1799,2502,73,55,-82,-89
1218,0,78.14703369,16.04582214,573.8,10,45,1,17,943.227,51,10.71,1799,2503,40,57,-90,-88
1219,0,78.14706421,16.04579926,573.5,10,45,2,18,943.519,51,10.66,1798,2504,51,52,-118,-92
1220,0,78.14709473,16.04571533,573.2,10,45,3,18,943.798,51,10.63,1796,2504,-21,53,111,-89
1221,0,78.14712524,16.04560852,572.0,10,45,4,18,944.113,51,10.57,1794,2503,19,53,-107,-91
1222,0,78.14712524,16.04549408,570.5,10,45,5,18,944.454,51,10.5,1792,2507,-1,50,-99,-90
1223,0,78.14712524,16.04541016,569.2,10,45,6,18,944.755,51,10.46,1791,2503,-80,55,126,-94
1224,0,78.14712524,16.04531860,567.4,10,45,7,18,945.011,51,10.43,1791,2502,-24,51,-121,-90
1225,0,78.14709473,16.04525757,565.6,10,45,8,18,945.23,51,10.35,1790,2503,-114,53,123,-91
1226,0,78.14709473,16.04526520,563.4,10,45,9,17,945.486,51,10.34,1789,2502,-93,57,80,-90
1227,0,78.14706421,16.04525757,560.7,10,45,10,17,945.78,51,10.27,1787,2500,-64,57,125,-93
1228,0,78.14703369,16.04526520,558.7,10,45,11,16,946.046,51,10.23,1786,2503,-67,56,-66,-87
1229,0,78.14703369,16.04525757,556.6,10,45,12,17,946.315,51,10.22,1784,2503,-123,60,110,-88
1230,0,78.14700317,16.04530334,554.9,10,45,13,17,946.573,51,10.14,1784,2503,-92,47,-99,-88
1231,0,78.14703369,16.04537201,552.6,10,45,14,17,946.9,51,10.17,1782,2507,97,56,-90,-90
1232,0,78.14703369,16.04541016,549.7,10,45,15,17,947.143,51,10.2,1780,2494,88,57,123,-88
1233,0,78.14703369,16.04541016,548.8,10,45,16,17,947.457,51,10.18,1779,2504,49,60,88,-85
1234,0,78.14706421,16.04544067,546.8,10,45,17,16,947.769,51,10.15,1779,2504,85,56,124,-91
1235,0,78.14709473,16.04547119,544.3,10,45,18,16,948.056,51,10.18,1778,2503,88,45,-76,-88
1236,0,78.14712524,16.04545593,541.6,10,45,19,17,948.413,51,10.16,1778,2504,10,58,-108,-91
1237,0,78.14712524,16.04540253,538.8,10,45,20,17,948.7,51,10.12,1777,2503,40,47,-121,-91
1238,0,78.14715576,16.04530334,535.8,10,45,21,17,948.997,51,10.05,1780,2503,-44,52,-122,-91
1239,0,78.14715576,16.04517365,532.7,10,45,22,17,949.299,51,10.0,1784,2504,-11,51,116,-90
