packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
411,0,78.14773560,16.04055786,514.4,10,31,33,16,950.705,59,17.85,1165,2529,-59,32,-26,-58
412,0,78.14773560,16.04056549,514.4,10,31,34,15,950.725,59,17.85,1179,2520,-60,30,-25,-57
413,0,78.14773560,16.04056549,514.5,10,31,35,15,950.742,58,17.86,1187,2518,-62,26,-28,-56
414,0,78.14773560,16.04055023,514.3,10,31,36,15,950.729,58,17.86,1175,2520,-63,28,-28,-53
415,0,78.14773560,16.04054260,514.4,10,31,37,14,950.724,57,17.86,1197,2520,-60,28,-26,-53
416,0,78.14770508,16.04053497,514.6,10,31,38,14,950.725,56,17.87,1208,2520,-60,27,-26,-50
417,0,78.14770508,16.04053497,514.7,10,31,39,13,950.729,55,17.87,1213,2519,-6,32,-12,-54
418,0,78.14770508,16.04053497,514.9,10,31,40,13,950.698,54,17.88,1219,2520,-17,33,-12,-54
419,0,78.14770508,16.04054260,515.0,10,31,41,13,950.733,55,17.88,1230,2517,-26,35,-10,-55
420,0,78.14770508,16.04055023,515.1,10,31,42,13,950.741,54,17.89,1252,2506,-27,34,-10,-53
421,0,78.14770508,16.04053497,515.1,10,31,43,13,950.734,54,17.9,1260,2518,-29,36,-11,-57
422,0,78.14767456,16.04051208,515.2,10,31,44,15,950.764,53,17.91,1266,2517,-29,37,-11,-57
423,0,78.14767456,16.04049683,515.3,10,31,45,14,950.75,52,17.91,1280,2517,-31,37,-12,-57
424,0,78.14767456,16.04051971,515.5,10,31,46,14,950.736,52,17.91,1296,2516,-28,37,-11,-57
425,0,78.14767456,16.04054260,515.6,10,31,47,13,950.73,51,17.91,1307,2516,-25,37,-12,-56
426,0,78.14767456,16.04054260,515.7,10,31,48,14,950.757,51,17.92,1321,2516,-17,34,-6,-53
427,0,78.14767456,16.04060364,515.9,10,31,49,13,950.761,50,17.93,1329,2517,-19,35,-4,-63
428,0,78.14767456,16.04060364,516.0,10,31,50,12,950.743,50,17.94,1344,2515,-23,28,-4,-61
429,0,78.14767456,16.04060364,516.2,10,31,51,12,950.746,50,17.94,1363,2520,-27,26,-1,-63
430,0,78.14767456,16.04060364,516.3,10,31,52,10,950.742,50,17.95,1379,2518,-32,27,-2,-65
431,0,78.14767456,16.04059601,516.3,10,31,53,10,950.765,50,17.96,1380,2518,-14,27,-2,-61
432,0,78.14767456,16.04060364,516.4,10,31,54,13,950.775,50,17.97,1378,2518,-13,31,-5,-68
433,0,78.14767456,16.04061127,516.4,10,31,55,14,950.759,50,17.95,1376,2517,-18,31,-7,-66
434,0,78.14767456,16.04061890,516.4,10,31,56,15,950.757,49,17.9,1374,2516,-21,29,-8,-68
435,0,78.14767456,16.04065704,516.6,10,31,57,16,950.748,48,17.87,1378,2516,-20,29,-10,-68
436,0,78.14767456,16.04064941,516.7,10,31,58,18,950.748,47,17.83,1380,2516,-17,29,-4,-75
437,0,78.14767456,16.04076385,516.7,10,31,59,17,950.745,46,17.77,1383,2519,-4,28,-2,-78
438,0,78.14767456,16.04077911,516.7,10,32,0,18,950.733,45,17.74,1387,2519,5,27,-6,-73
439,0,78.14767456,16.04079437,516.9,10,32,1,18,950.762,45,17.72,1405,2519,41,29,7,-70
440,0,78.14767456,16.04079437,517.0,10,32,2,18,950.776,45,17.66,1445,2517,22,33,7,-79
441,0,78.14764404,16.04080963,517.2,10,32,3,18,950.777,44,17.57,1488,2517,-36,26,13,-73
442,0,78.14764404,16.04081726,517.3,10,32,4,18,950.715,44,17.52,1505,2517,-64,32,12,-71
443,0,78.14764404,16.04083252,517.4,10,32,5,18,950.729,44,17.49,1536,2517,-70,36,16,-69
444,0,78.14764404,16.04084015,517.3,10,32,6,18,950.748,43,17.47,1542,2516,-33,35,40,-69
445,0,78.14764404,16.04084778,517.2,10,32,7,18,950.703,43,17.46,1541,2517,-58,15,43,-72
446,0,78.14764404,16.04086304,517.1,10,32,8,18,950.748,42,17.38,1555,2517,-100,19,42,-63
447,0,78.14764404,16.04085541,517.2,10,32,9,17,950.766,42,17.34,1558,2518,-84,7,42,-66
448,0,78.14764404,16.04087067,517.2,10,32,10,18,950.751,42,17.3,1532,2517,-102,8,26,-70
449,0,78.14764404,16.04085541,517.2,10,32,11,18,950.753,41,17.27,1509,2518,-97,12,30,-69
450,0,78.14764404,16.04084015,517.1,10,32,12,18,950.735,41,17.25,1489,2517,-91,14,31,-70
451,0,78.14764404,16.04084778,517.1,10,32,13,18,950.713,41,17.22,1458,2518,-87,12,34,-69
452,0,78.14764404,16.04084778,517.1,10,32,14,18,950.766,41,17.19,1433,2518,-60,8,30,-69
453,0,78.14764404,16.04086304,517.1,10,32,15,18,950.743,41,17.16,1424,2518,-46,2,49,-72
454,0,78.14764404,16.04087067,517.1,10,32,16,18,950.72,41,17.14,1422,2518,-60,14,46,-70
455,0,78.14764404,16.04088593,517.1,10,32,17,18,950.75,41,17.1,1410,2524,-47,5,45,-74
456,0,78.14764404,16.04089355,517.2,10,32,18,18,950.72,41,17.09,1397,2517,-39,-4,57,-75
457,0,78.14764404,16.04089355,517.2,10,32,19,18,950.73,41,17.06,1402,2518,-30,17,36,-79
458,0,78.14764404,16.04090118,517.3,10,32,20,18,950.748,41,17.07,1423,2515,-14,-2,37,-71
459,0,78.14764404,16.04090118,517.3,10,32,21,18,950.75,41,17.04,1444,2517,-29,9,39,-74
460,0,78.14764404,16.04090881,517.3,10,32,22,18,950.722,41,17.03,1438,2516,-20,-12,23,-77
461,0,78.14764404,16.04090881,517.3,10,32,23,18,950.724,42,17.0,1414,2516,-30,-14,37,-74
462,0,78.14764404,16.04091644,517.3,10,32,24,18,950.771,42,16.99,1374,2516,-27,-12,31,-83
463,0,78.14764404,16.04091644,517.3,10,32,25,17,950.755,42,16.99,1389,2517,-17,-17,19,-79
464,0,78.14764404,16.04091644,517.3,10,32,26,18,950.768,41,16.95,1415,2518,-17,-18,30,-79
465,0,78.14764404,16.04092407,517.2,10,32,27,18,950.771,41,16.92,1444,2515,-15,-17,30,-75
466,0,78.14764404,16.04092407,517.3,10,32,28,18,950.753,41,16.88,1482,2516,-15,-18,29,-75
467,0,78.14764404,16.04093170,517.4,10,32,29,18,950.713,41,16.84,1515,2516,-16,-14,29,-76
468,0,78.14764404,16.04093170,517.3,10,32,30,18,950.786,41,16.81,1553,2518,-19,11,22,-75
469,0,78.14764404,16.04093170,517.3,10,32,31,18,950.773,41,16.78,1594,2518,8,45,22,-83
470,0,78.14764404,16.04093170,517.3,10,32,32,18,950.851,42,16.78,1635,2517,76,60,80,-85
471,0,78.14764404,16.04093170,517.3,10,32,33,18,950.86,42,16.74,1663,2516,103,58,110,-84
472,0,78.14764404,16.04092407,517.4,10,32,34,17,950.907,43,16.71,1684,2518,104,57,111,-81
473,0,78.14764404,16.04092407,517.5,10,32,35,17,950.897,43,16.65,1703,2522,104,57,111,-82
474,0,78.14764404,16.04091644,517.4,10,32,36,17,950.885,43,16.6,1720,2518,104,57,111,-84
475,0,78.14764404,16.04091644,517.4,10,32,37,16,950.862,43,16.56,1735,2517,104,57,111,-83
476,0,78.14764404,16.04090881,517.4,10,32,38,17,950.877,43,16.52,1746,2516,104,57,111,-83
477,0,78.14764404,16.04090881,517.5,10,32,39,17,950.896,43,16.48,1756,2517,104,57,111,-80
478,0,78.14764404,16.04090881,517.5,10,32,40,16,950.89,43,16.43,1765,2516,104,57,111,-81
479,0,78.14764404,16.04090881,517.3,10,32,41,16,950.865,43,16.39,1774,2516,104,57,111,-80
480,0,78.14764404,16.04090881,517.2,10,32,42,16,950.857,43,16.38,1781,2517,104,57,111,-84
481,0,78.14764404,16.04090881,517.3,10,32,43,16,950.855,43,16.35,1786,2514,104,57,111,-82
482,0,78.14764404,16.04090881,517.4,10,32,44,17,950.88,43,16.32,1793,2516,104,57,111,-78
483,0,78.14764404,16.04090881,517.4,10,32,45,16,950.879,43,16.27,1798,2522,104,57,111,-79
484,0,78.14764404,16.04091644,517.6,10,32,46,16,950.878,43,16.21,1801,2517,104,57,111,-80
485,0,78.14764404,16.04091644,517.5,10,32,47,16,950.867,43,16.17,1804,2516,104,57,111,-78
486,0,78.14764404,16.04090881,517.4,10,32,48,15,950.861,43,16.14,1808,2517,104,57,111,-76
487,0,78.14767456,16.04090118,517.3,10,32,49,15,950.856,43,16.12,1810,2517,104,57,111,-79
488,0,78.14764404,16.04090118,517.5,10,32,50,15,950.891,43,16.09,1811,2517,104,57,111,-78
489,0,78.14764404,16.04090881,517.6,10,32,51,15,950.891,43,16.06,1813,2517,104,57,111,-78
490,0,78.14764404,16.04090881,517.4,10,32,52,16,950.864,43,16.02,1815,2517,104,57,111,-78
491,0,78.14764404,16.04090881,517.4,10,32,53,16,950.837,43,15.97,1816,2516,104,57,111,-74
492,0,78.14764404,16.04090881,517.5,10,32,54,17,950.858,43,15.91,1817,2514,104,57,111,-78
493,0,78.14764404,16.04090118,517.4,10,32,55,17,950.872,43,15.89,1817,2517,104,57,112,-79
494,0,78.14764404,16.04090118,517.3,10,32,56,17,950.882,43,15.86,1817,2516,105,57,112,-79
495,0,78.14764404,16.04089355,517.3,10,32,57,17,950.934,43,15.84,1818,2516,105,57,112,-79
496,0,78.14764404,16.04089355,517.3,10,32,58,16,951.383,43,15.8,1820,2515,108,57,115,-79
497,0,78.14764404,16.04089355,517.3,10,32,59,15,950.579,43,15.78,1824,2516,76,56,82,-69
498,0,78.14764404,16.04089355,517.3,10,33,0,15,950.063,43,15.75,1828,2517,32,51,51,-69
499,0,78.14764404,16.04087830,517.5,10,33,1,17,949.419,44,15.72,1832,2514,20,52,50,-86
500,0,78.14764404,16.04084015,517.8,10,33,2,16,948.681,44,15.68,1836,2516,15,53,47,-83
501,0,78.14761353,16.04084015,518.1,10,33,3,17,948.015,44,15.66,1835,2513,17,55,50,-88
502,0,78.14758301,16.04097748,518.5,10,33,4,17,947.423,44,15.65,1836,2517,21,56,55,-81
503,0,78.14755249,16.04123688,519.2,10,33,5,16,946.731,44,15.58,1836,2516,20,55,54,-82
504,0,78.14749146,16.04162598,520.2,10,33,6,16,946.223,44,15.55,1838,2515,22,55,53,-79
505,0,78.14743042,16.04206848,521.6,10,33,7,17,945.622,43,15.51,1839,2515,26,55,53,-79
506,0,78.14739990,16.04246521,523.9,10,33,8,17,945.148,43,15.48,1840,2515,25,56,49,-82
507,0,78.14736938,16.04283905,526.2,10,33,9,17,944.647,43,15.45,1839,2517,37,59,60,-85
508,0,78.14730835,16.04321289,528.7,10,33,10,17,944.081,43,15.46,1839,2516,27,58,50,-85
509,0,78.14727783,16.04358673,532.5,10,33,11,17,943.546,43,15.44,1837,2510,20,53,43,-87
510,0,78.14727783,16.04389191,535.3,10,33,12,17,942.895,43,15.37,1837,2518,24,55,47,-88
511,0,78.14724731,16.04418182,539.8,10,33,13,16,942.368,43,15.34,1836,2516,29,58,52,-89
512,0,78.14724731,16.04446411,546.0,10,33,14,17,941.908,43,15.35,1834,2516,31,56,55,-90
513,0,78.14724731,16.04468536,546.2,10,33,15,17,941.296,43,15.27,1834,2516,24,53,48,-89
514,0,78.14721680,16.04489136,550.6,10,33,16,17,940.709,43,15.27,1836,2516,28,54,53,-91
515,0,78.14721680,16.04507446,555.9,10,33,17,17,940.156,43,15.24,1838,2514,35,56,60,-92
516,0,78.14718628,16.04525757,560.2,10,33,18,16,939.549,43,15.18,1838,2516,44,57,69,-92
517,0,78.14715576,16.04545593,566.1,10,33,19,17,938.848,43,15.08,1837,2504,46,58,70,-93
518,0,78.14715576,16.04563904,566.9,10,33,20,17,938.417,42,15.11,1837,2518,41,58,65,-93
519,0,78.14712524,16.04580688,572.4,10,33,21,17,937.911,42,15.12,1837,2516,122,50,-108,-93
520,0,78.14712524,16.04598999,579.3,10,33,22,17,937.559,42,15.1,1836,2517,43,58,67,-94
521,0,78.14712524,16.04609680,585.3,10,33,23,17,937.343,43,15.07,1834,2517,32,55,56,-95
522,0,78.14712524,16.04616547,586.8,10,33,24,17,937.25,43,15.07,1831,2517,34,55,58,-95
523,0,78.14712524,16.04621887,591.9,10,33,25,16,937.227,43,15.07,1830,2516,37,56,61,-95
524,0,78.14712524,16.04620361,596.8,10,33,26,16,937.298,43,15.06,1829,2515,40,57,65,-94
525,0,78.14712524,16.04618073,595.9,10,33,27,14,937.265,43,15.05,1828,2515,44,58,69,-94
526,0,78.14712524,16.04619598,595.0,10,33,28,17,937.348,43,15.04,1828,2508,49,58,74,-93
527,0,78.14712524,16.04619598,596.2,10,33,29,15,937.354,44,15.03,1828,2516,49,58,74,-93
528,0,78.14712524,16.04618835,594.9,10,33,30,16,937.388,44,15.02,1829,2516,50,58,75,-92
529,0,78.14712524,16.04618073,594.3,10,33,31,17,937.26,44,15.01,1829,2515,124,54,-109,-92
530,0,78.14712524,16.04618835,595.4,10,33,32,17,937.822,44,14.96,1828,2514,88,34,39,-87
531,0,78.14715576,16.04618073,595.4,10,33,33,17,938.85,43,14.9,1828,2512,-42,26,-123,-91
532,0,78.14715576,16.04609680,595.3,10,33,34,17,939.463,43,14.84,1828,2515,-60,45,5,-88
533,0,78.14715576,16.04598999,595.1,10,33,35,16,940.069,43,14.77,1826,2513,-5,47,-112,-87
534,0,78.14715576,16.04592133,594.5,10,33,36,17,940.593,42,14.74,1827,2515,77,61,-99,-85
535,0,78.14715576,16.04589844,594.3,10,33,37,17,940.973,42,14.67,1825,2516,4,38,58,-86
536,0,78.14712524,16.04584503,593.6,10,33,38,17,941.579,42,14.61,1825,2515,-92,31,-106,-88
537,0,78.14712524,16.04577637,593.2,10,33,39,17,942.197,42,14.58,1824,2516,-123,31,-110,-86
538,0,78.14712524,16.04569244,592.2,10,33,40,17,942.682,42,14.52,1823,2516,80,60,105,-91
539,0,78.14709473,16.04561615,591.1,10,33,41,17,943.317,41,14.51,1822,2516,65,51,67,-86
540,0,78.14709473,16.04555511,590.1,10,33,42,17,943.741,41,14.44,1820,2515,99,53,-83,-92
541,0,78.14709473,16.04553986,589.2,10,33,43,17,944.26,42,14.4,1817,2516,-87,59,44,-89
542,0,78.14709473,16.04548645,588.4,10,33,44,17,944.793,41,14.36,1816,2516,-62,56,56,-92
543,0,78.14706421,16.04536438,586.6,10,33,45,17,945.256,41,14.3,1813,2515,-8,45,-121,-88
544,0,78.14709473,16.04527283,585.1,10,33,46,17,945.709,42,14.22,1812,2510,100,53,47,-86
546,0,78.14709473,16.04520416,581.1,10,33,48,17,946.697,42,14.12,1807,2513,-42,39,-95,-89
547,0,78.14712524,16.04509735,578.7,10,33,49,17,947.117,42,14.02,1805,2514,44,55,66,-92
548,0,78.14715576,16.04499817,575.8,10,33,50,17,947.571,42,13.98,1803,2514,113,44,64,-90
549,0,78.14715576,16.04494476,572.3,10,33,51,17,948.145,42,13.94,1801,2512,-72,43,-116,-93
550,0,78.14718628,16.04487610,570.4,10,33,52,17,948.74,42,13.91,1799,2514,52,55,60,-88
551,0,78.14721680,16.04480743,567.3,10,33,53,17,949.291,42,13.87,1800,2514,109,50,95,-85

